base	base.harmony	change	derivative	derivative.harmony	harmony.sum	probability	[+low,+syllabic] ([-syllabic] ?)*$	[+high,+syllabic] ([-syllabic] ?)*$	[-low,+syllabic] ([-syllabic] ?)*$	[-high,+syllabic] ([-syllabic] ?)*$	[-back,+syllabic] ([-syllabic] ?)*$	[-syllabic] [-syllabic]$	[-syllabic] [-syllabic] [-syllabic]	[-back,-syllabic,-lateral] [-syllabic]	^([-syllabic] ?)* ?[+syllabic] ?([-syllabic] ?)*$	[-syllabic,+son] [-syllabic,+son] [+syllabic]	[-syllabic,+son] [-syllabic,-son] [+syllabic]	[-syllabic,-son] [-syllabic,+son] [+syllabic]	[-syllabic,-son] [-syllabic,-son] [+syllabic]	[-syllabic] [-syllabic,+son] [-syllabic,+son] [+syllabic]	[-syllabic] [-syllabic,+son] [-syllabic,-son] [+syllabic]	[-syllabic] [-syllabic,-son] [-syllabic,+son] [+syllabic]	[-syllabic] [-syllabic,-son] [-syllabic,-son] [+syllabic]	[+low,+syllabic] ([-syllabic] ?)*$	[+high,+syllabic] ([-syllabic] ?)*$	[-low,+syllabic] ([-syllabic] ?)*$	[-high,+syllabic] ([-syllabic] ?)*$	[-back,+syllabic] ([-syllabic] ?)*$	[-syllabic] [-syllabic]$	[-syllabic] [-syllabic] [-syllabic]	[-back,-syllabic,-lateral] [-syllabic]	^([-syllabic] ?)* ?[+syllabic] ?([-syllabic] ?)*$	[-syllabic,+son] [-syllabic,+son] [+syllabic]	[-syllabic,+son] [-syllabic,-son] [+syllabic]	[-syllabic,-son] [-syllabic,+son] [+syllabic]	[-syllabic,-son] [-syllabic,-son] [+syllabic]	[-syllabic] [-syllabic,+son] [-syllabic,+son] [+syllabic]	[-syllabic] [-syllabic,+son] [-syllabic,-son] [+syllabic]	[-syllabic] [-syllabic,-son] [-syllabic,+son] [+syllabic]	[-syllabic] [-syllabic,-son] [-syllabic,-son] [+syllabic]	F: Ident [back]
		Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]					-1.3405860571877677	-3.7472226026017807	0	0	0	0	-0.036129041686355716	0	-0.010462151098244669	-0.015938053174360887	-0.020589727185237272	-0.012225301153593826	-0.003987425749695376	0	-0.0018713948236249345	0	-0.004938168529828332	0	0	0	0	0	0	-0.6604797370766223	0	-0.03854025195326371	-0.06446594331885164	0	-0.02058019324112777	0	-0.022470894024878597	-0.06789435052178272	0	0	-0.2131846581798432
		Insert [a] at -1, Delete 1 segment at last nucleus					-3.54715822261562	-6.663600869851556	-0.00296969578686158	0	-1.061663683595879	-4.136603079508319	-0.08560153567833668	-0.06367133250571061	-0.014484976293864398	-0.0074680347348854495	-0.04469565053354198	-0.060654805558489885	-0.05230966105232167	-0.001928479322663952	-0.0009311178451652732	0	-0.009091655918754694	0	0	0	0	0	0	-0.851774867210477	-1.129982590886077	-0.05901903166393378	-0.177844024012007	-0.22800396006869905	-0.10719299013683492	0	-0.03196806041495292	-0.06596854217127988	0	0	0
		Insert [a] at -1					0	0	-2.278193289391591	-2.406301174707867	-0.2022257718278834	0	0	-0.12669702634696647	0	-0.005067032796928685	0	0	0	-0.0011432458822706625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0031885456059652425	0	0	0	0
							GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP
ch rj e n	-5.013	Insert [a] at -1	ch rj e n a	0	-5.013	0.016704799243207415	0	0	1	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
zh a ch r o n	-0.012	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	zh a ch r n a	-0.747	-0.759	0.8146482648023516	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0
zh a ch r o n	-0.127	Insert [a] at -1, Delete 1 segment at last nucleus	zh a ch r n a	-2.192	-2.319	0.17118698577608635	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0
zh a ch r o n	-4.811	Insert [a] at -1	zh a ch r o n a	0	-4.811	0.014164749421562142	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
b u ch o r n	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	b u ch o r n a	-0.064	-0.064	0.988387618805302	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
b u ch o r n	-4.684	Insert [a] at -1	b u ch o r n a	0	-4.684	0.00973838163749113	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
b u ch o r n	-4.14	Insert [a] at -1, Delete 1 segment at last nucleus	b u ch r n a	-2.192	-6.332	0.0018739995572069187	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0
ch e r n	-0.01	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	ch o r n a	-0.278	-0.28800000000000003	0.9892915887973825	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
ch e r n	-4.887	Insert [a] at -1	ch e r n a	0	-4.887	0.009954145724449071	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ch e r n	-5.216	Insert [a] at -1, Delete 1 segment at last nucleus	ch r n a	-2.251	-7.4670000000000005	0.0007542654781683936	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0
m u ch e r n	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	m u ch o r n a	-0.278	-0.278	0.9893402585901255	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
m u ch e r n	-4.887	Insert [a] at -1	m u ch e r n a	0	-4.887	0.009855585157135447	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
m u ch e r n	-5.201	Insert [a] at -1, Delete 1 segment at last nucleus	m u ch r n a	-2.192	-7.393	0.0008041562527390945	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0
g a ch o r n	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	g a ch o r n a	-0.064	-0.064	0.988387618805302	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
g a ch o r n	-4.684	Insert [a] at -1	g a ch o r n a	0	-4.684	0.00973838163749113	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
g a ch o r n	-4.14	Insert [a] at -1, Delete 1 segment at last nucleus	g a ch r n a	-2.192	-6.332	0.0018739995572069187	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0
ch r o n	-0.023	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	ch r n a	-0.786	-0.809	0.8173728428253005	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0
ch r o n	-0.142	Insert [a] at -1, Delete 1 segment at last nucleus	ch r n a	-2.251	-2.393	0.16768636283824578	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0
ch r o n	-4.811	Insert [a] at -1	ch r o n a	0	-4.811	0.01494079433645369	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
g a ch e r n	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	g a ch o r n a	-0.278	-0.278	0.9893402585901255	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
g a ch e r n	-4.887	Insert [a] at -1	g a ch e r n a	0	-4.887	0.009855585157135447	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
g a ch e r n	-5.201	Insert [a] at -1, Delete 1 segment at last nucleus	g a ch r n a	-2.192	-7.393	0.0008041562527390945	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0
ch o r n	-0.01	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	ch o r n a	-0.064	-0.074	0.9884039744602826	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ch o r n	-4.684	Insert [a] at -1	ch o r n a	0	-4.684	0.009836416768583982	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ch o r n	-4.154	Insert [a] at -1, Delete 1 segment at last nucleus	ch r n a	-2.251	-6.404999999999999	0.0017596087711334925	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0
bj i ch e r n	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	bj i ch o r n a	-0.278	-0.278	0.9893402585901255	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
bj i ch e r n	-4.887	Insert [a] at -1	bj i ch e r n a	0	-4.887	0.009855585157135447	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
bj i ch e r n	-5.201	Insert [a] at -1, Delete 1 segment at last nucleus	bj i ch r n a	-2.192	-7.393	0.0008041562527390945	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0
l a ch e r n	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	l a ch o r n a	-0.278	-0.278	0.9893402585901255	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
l a ch e r n	-4.887	Insert [a] at -1	l a ch e r n a	0	-4.887	0.009855585157135447	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
l a ch e r n	-5.201	Insert [a] at -1, Delete 1 segment at last nucleus	l a ch r n a	-2.192	-7.393	0.0008041562527390945	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0
m u ch o r n	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	m u ch o r n a	-0.064	-0.064	0.988387618805302	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
m u ch o r n	-4.684	Insert [a] at -1	m u ch o r n a	0	-4.684	0.00973838163749113	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
m u ch o r n	-4.14	Insert [a] at -1, Delete 1 segment at last nucleus	m u ch r n a	-2.192	-6.332	0.0018739995572069187	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0
ch e r n	-0.01	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	ch o r n a	-0.278	-0.28800000000000003	0.9892915887973825	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
ch e r n	-4.887	Insert [a] at -1	ch e r n a	0	-4.887	0.009954145724449071	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ch e r n	-5.216	Insert [a] at -1, Delete 1 segment at last nucleus	ch r n a	-2.251	-7.4670000000000005	0.0007542654781683936	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0
ch rj e n	-0.023	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	ch r n a	-0.999	-1.022	0.9038795026416577	0	0	1	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	1
ch rj e n	-1.203	Insert [a] at -1, Delete 1 segment at last nucleus	ch rj n a	-2.251	-3.4539999999999997	0.07941569811513471	0	0	1	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0
ch rj e n	-5.013	Insert [a] at -1	ch rj e n a	0	-5.013	0.016704799243207415	0	0	1	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
ch e r n	-0.01	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	ch o r n a	-0.278	-0.28800000000000003	0.9892915887973825	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
ch e r n	-4.887	Insert [a] at -1	ch e r n a	0	-4.887	0.009954145724449071	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ch e r n	-5.216	Insert [a] at -1, Delete 1 segment at last nucleus	ch r n a	-2.251	-7.4670000000000005	0.0007542654781683936	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0
tj i ch o r n	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	tj i ch o r n a	-0.064	-0.064	0.988387618805302	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
tj i ch o r n	-4.684	Insert [a] at -1	tj i ch o r n a	0	-4.684	0.00973838163749113	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
tj i ch o r n	-4.14	Insert [a] at -1, Delete 1 segment at last nucleus	tj i ch r n a	-2.192	-6.332	0.0018739995572069187	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0
ch rj e n	-0.023	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	ch r n a	-0.999	-1.022	0.9038795026416577	0	0	1	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	1
ch rj e n	-1.203	Insert [a] at -1, Delete 1 segment at last nucleus	ch rj n a	-2.251	-3.4539999999999997	0.07941569811513471	0	0	1	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0
ch rj e n	-5.013	Insert [a] at -1	ch rj e n a	0	-5.013	0.016704799243207415	0	0	1	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
l u ch e r n	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	l u ch o r n a	-0.278	-0.278	0.9893402585901255	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
l u ch e r n	-4.887	Insert [a] at -1	l u ch e r n a	0	-4.887	0.009855585157135447	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
l u ch e r n	-5.201	Insert [a] at -1, Delete 1 segment at last nucleus	l u ch r n a	-2.192	-7.393	0.0008041562527390945	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0
ch o r n	-0.01	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	ch o r n a	-0.064	-0.074	0.9884039744602826	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ch o r n	-4.684	Insert [a] at -1	ch o r n a	0	-4.684	0.009836416768583982	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ch o r n	-4.154	Insert [a] at -1, Delete 1 segment at last nucleus	ch r n a	-2.251	-6.404999999999999	0.0017596087711334925	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0
rj i ch rj e n	-0.012	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	rj i ch r n a	-0.961	-0.973	0.9028590661134301	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	1
rj i ch rj e n	-1.189	Insert [a] at -1, Delete 1 segment at last nucleus	rj i ch rj n a	-2.192	-3.3810000000000002	0.0812528963754433	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0
rj i ch rj e n	-5.013	Insert [a] at -1	rj i ch rj e n a	0	-5.013	0.015888037511126586	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
ch rj e n	-0.023	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	ch r n a	-0.999	-1.022	0.9038795026416577	0	0	1	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	1
ch rj e n	-1.203	Insert [a] at -1, Delete 1 segment at last nucleus	ch rj n a	-2.251	-3.4539999999999997	0.07941569811513471	0	0	1	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0
ch rj e n	-5.013	Insert [a] at -1	ch rj e n a	0	-5.013	0.016704799243207415	0	0	1	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
zh a ch rj e n	-0.012	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	zh a ch r n a	-0.961	-0.973	0.9028590661134301	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	1
zh a ch rj e n	-1.189	Insert [a] at -1, Delete 1 segment at last nucleus	zh a ch rj n a	-2.192	-3.3810000000000002	0.0812528963754433	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0
zh a ch rj e n	-5.013	Insert [a] at -1	zh a ch rj e n a	0	-5.013	0.015888037511126586	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
ch rj e n	-0.023	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	ch r n a	-0.999	-1.022	0.9038795026416577	0	0	1	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	1
ch rj e n	-1.203	Insert [a] at -1, Delete 1 segment at last nucleus	ch rj n a	-2.251	-3.4539999999999997	0.07941569811513471	0	0	1	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0
ch rj e n	-5.013	Insert [a] at -1	ch rj e n a	0	-5.013	0.016704799243207415	0	0	1	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
gj i ch o r n	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	gj i ch o r n a	-0.064	-0.064	0.988387618805302	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
gj i ch o r n	-4.684	Insert [a] at -1	gj i ch o r n a	0	-4.684	0.00973838163749113	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
gj i ch o r n	-4.14	Insert [a] at -1, Delete 1 segment at last nucleus	gj i ch r n a	-2.192	-6.332	0.0018739995572069187	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0
zh a ch r o n	-0.012	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	zh a ch r n a	-0.747	-0.759	0.8146482648023516	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0
zh a ch r o n	-0.127	Insert [a] at -1, Delete 1 segment at last nucleus	zh a ch r n a	-2.192	-2.319	0.17118698577608635	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0
zh a ch r o n	-4.811	Insert [a] at -1	zh a ch r o n a	0	-4.811	0.014164749421562142	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
tj i ch r o n	-0.012	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	tj i ch r n a	-0.747	-0.759	0.8146482648023516	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0
tj i ch r o n	-0.127	Insert [a] at -1, Delete 1 segment at last nucleus	tj i ch r n a	-2.192	-2.319	0.17118698577608635	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0
tj i ch r o n	-4.811	Insert [a] at -1	tj i ch r o n a	0	-4.811	0.014164749421562142	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
ch r o n	-0.023	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	ch r n a	-0.786	-0.809	0.8173728428253005	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0
ch r o n	-0.142	Insert [a] at -1, Delete 1 segment at last nucleus	ch r n a	-2.251	-2.393	0.16768636283824578	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0
ch r o n	-4.811	Insert [a] at -1	ch r o n a	0	-4.811	0.01494079433645369	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
ch o r n	-0.01	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	ch o r n a	-0.064	-0.074	0.9884039744602826	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ch o r n	-4.684	Insert [a] at -1	ch o r n a	0	-4.684	0.009836416768583982	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ch o r n	-4.154	Insert [a] at -1, Delete 1 segment at last nucleus	ch r n a	-2.251	-6.404999999999999	0.0017596087711334925	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0
ch rj e n	-0.023	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	ch r n a	-0.999	-1.022	0.9038795026416577	0	0	1	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	1
ch rj e n	-1.203	Insert [a] at -1, Delete 1 segment at last nucleus	ch rj n a	-2.251	-3.4539999999999997	0.07941569811513471	0	0	1	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0
ch rj e n	-5.013	Insert [a] at -1	ch rj e n a	0	-5.013	0.016704799243207415	0	0	1	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
ch rj e n	-0.023	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	ch r n a	-0.999	-1.022	0.9038795026416577	0	0	1	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	1
ch rj e n	-1.203	Insert [a] at -1, Delete 1 segment at last nucleus	ch rj n a	-2.251	-3.4539999999999997	0.07941569811513471	0	0	1	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0
ch rj e n	-5.013	Insert [a] at -1	ch rj e n a	0	-5.013	0.016704799243207415	0	0	1	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
ch rj e n	-0.023	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	ch r n a	-0.999	-1.022	0.9038795026416577	0	0	1	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	1
ch rj e n	-1.203	Insert [a] at -1, Delete 1 segment at last nucleus	ch rj n a	-2.251	-3.4539999999999997	0.07941569811513471	0	0	1	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0
